Year,Month,Professional Area,License Type,County,State,Count
2025,February,CDL Training and Examining,CDL Training Instructor,Walla Walla,WA,17
2025,February,Landscape Architects,Landscape Architect,Pierce,WA,31
2025,February,Home Inspector,Home Inspector,Chelan,WA,9
2025,February,Body Art and Body Piercing,Body Piercing,Unknown or Out of State,AZ,1
2025,February,Cosmetology,School,King,WA,20
2025,February,Combative Sports,Wrestling Participant,Unknown or Out of State,CT,132
2025,February,Architects,Architect Firm,Chelan,WA,12
2025,February,Real Estate,Real Estate Managing Broker,Unknown or Out of State,PA,3
2025,February,Appraisers - Real Estate,State Licensed Appraiser,Clark,WA,16
2025,February,Cosmetology,Salon Shop,Franklin,WA,119
2025,February,Bail Bonds,Bail Bond Agency,Clark,WA,3
2025,February,Funerals,Funeral Director,Benton,WA,13
2025,February,Cosmetology,Hair Designer,Franklin,WA,13
2025,February,Architects,Architect,Clallam,WA,9
2025,February,Cosmetology,Esthetician,San Juan,WA,29
2025,February,Architects,Architect Firm,Unknown or Out of State,BC,2
2025,February,Body Art and Body Piercing,Tattoo Artist,Lewis,WA,20
2025,February,Appraisers - Real Estate,Certified Residential Appraiser,Unknown or Out of State,KS,1
2025,February,Appraisers - Real Estate,Certified Residential Appraiser,Unknown or Out of State,FL,4
2025,February,Geologist,Geologist,Snohomish,WA,99
2025,February,Timeshares,Timeshare Company,Unknown or Out of State,CA,2
2025,February,Cosmetology,Barber,Unknown or Out of State,NV,6
2025,February,Private Investigator,Private Investigator Agency,Pacific,OR,1
2025,February,Bail Bonds,Bail Bond Agent,Pierce,WA,17
2025,February,Sellers of Travel,Sellers of Travel Branch,Skagit,WA,1
2025,February,Appraisers - Real Estate,Certified General Appraiser,Unknown or Out of State,UT,4
2025,February,Security Guards,Security Guard Company,Cowlitz,WA,5
2025,February,Funerals,Funeral Director,Unknown or Out of State,AR,1
2025,February,Sellers of Travel,Out of State Seller of Travel,Unknown or Out of State,RI,2
2025,February,Appraisers - Real Estate,Appraiser Trainee,Unknown or Out of State,TX,2
2025,February,Cosmetology,Cosmetologist,Unknown or Out of State,RI,5
2025,February,CDL Training and Examining,CDL Training Instructor,Unknown or Out of State,MD,1
2025,February,Funerals,Funeral Establishment,Unknown or Out of State,Out of State,1
2025,February,Notary Public,Notary Public,Whatcom,WA,2403
2025,February,Real Estate,Real Estate Course,Unknown or Out of State,PA,18
2025,February,Security Guards,Security Guard Company,Spokane,WA,36
2025,February,Security Guards,Security Guard Company,Thurston,WA,22
2025,February,Cosmetology,Barber,San Juan,WA,6
2025,February,Architects,Architect,Unknown or Out of State,AZ,96
2025,February,Real Estate,Real Estate Firm,Ferry,WA,3
2025,February,Sellers of Travel,Out of State Seller of Travel,Unknown or Out of State,CO,12
2025,February,Bail Bonds,Bail Bond Agent,Grant,WA,3
2025,February,Funerals,Embalmer Intern,Grays Harbor,WA,3
2025,February,Geologist,Geologist,Whatcom,WA,81
2025,February,Home Inspector,Home Inspector Courses,Unknown or Out of State,OR,1
2025,February,Architects,Architect,Unknown or Out of State,NH,6
2025,February,Home Inspector,Home Inspector,Douglas,WA,6
2025,February,Cosmetology,Manicurist,Unknown or Out of State,FL,139
2025,February,Funerals,Funeral Establishment,Walla Walla,WA,3
2025,February,Combative Sports,Martial Arts Participant,Snohomish,WA,6
2025,February,Cosmetology,Hair Designer,Skagit,WA,20
2025,February,CDL Training and Examining,CDL Training Provider-Employer,San Juan,WA,8
2025,February,Body Art and Body Piercing,Body Piercing,King,WA,79
2025,February,Real Estate,Real Estate Broker,Benton,WA,667
2025,February,Combative Sports,Second,Unknown or Out of State,CA,16
2025,February,Sellers of Travel,Sellers of Travel,Snohomish,WA,94
2025,February,Security Guards,Security Guard,Unknown or Out of State,TX,16
2025,February,Auctioneers and Auction Company,Auctioneer,Unknown or Out of State,NE,8
2025,February,Notary Public,Notary Public,Jefferson,WA,238
2025,February,Cosmetology,Cosmetologist,Unknown or Out of State,MA,21
2025,February,Appraisal Management Companies,Appraisal Management Company,Unknown or Out of State,IL,6
2025,February,Court Reporters,Court Reporter,Unknown or Out of State,OR,55
2025,February,Collection Agency,Out Of State Collection Agency,Unknown or Out of State,CO,18
2025,February,Real Estate,Real Estate Managing Broker,Jefferson,WA,32
2025,February,Cosmetology,Master Esthetician,Unknown or Out of State,MT,5
2025,February,Camping Resorts,Camping Resort Company,Pierce,WA,1
2025,February,Geologist,Geologist,Mason,WA,2
2025,February,Appraisers - Real Estate,State Licensed Appraiser,Grays Harbor,WA,4
2025,February,Bail Bonds,Bail Bond Agency Branch,Snohomish,WA,4
2025,February,Real Estate,Real Estate Managing Broker,Unknown or Out of State,NC,1
2025,February,Appraisers - Real Estate,Temporary Certified General,Unknown or Out of State,IL,2
2025,February,Cemeteries,Crematory,Yakima,WA,5
2025,February,Bail Bonds,Bail Bond Recovery Agent,Lewis,WA,2
2025,February,Appraisers - Real Estate,Temporary Certified General,Unknown or Out of State,OR,1
2025,February,Security Guards,Security Guard,Unknown or Out of State,AK,4
2025,February,Funerals,Funeral Establishment Branch,Spokane,WA,5
2025,February,Cosmetology,Esthetician,Columbia,WA,2
2025,February,Funerals,Funeral Director,Unknown or Out of State,CO,1
2025,February,Real Estate,Real Estate Managing Broker,Unknown or Out of State,DC,1
2025,February,Body Art and Body Piercing,Artist Mobile Unit,Kitsap,WA,1
2025,February,Bail Bonds,Bail Bond Agency Branch,Pierce,WA,2
2025,February,Sellers of Travel,Sellers of Travel Branch,Yakima,WA,2
2025,February,Appraisers - Real Estate,State Licensed Appraiser,Yakima,WA,1
2025,February,Architects,Architect Firm,Franklin,WA,1
2025,February,Cemeteries,Final Disposition Permit,Kittitas,WA,1
2025,February,Home Inspector,Home Inspector,Unknown or Out of State,SD,1
2025,February,Combative Sports,Physician,Unknown or Out of State,WI,1
2025,February,Combative Sports,Second,Unknown or Out of State,NV,1
2025,February,Notary Public,Notary Public,Unknown or Out of State,Out of State,636
2025,February,Real Estate,Real Estate Broker,Unknown or Out of State,PA,4
2025,February,Security Guards,Security Guard,Unknown or Out of State,VA,8
2025,February,Body Art and Body Piercing,Artist Shop,Cowlitz,WA,19
2025,February,Cosmetology,Master Esthetician,Cowlitz,WA,26
2025,February,Notary Public,Notary Public,Pacific,WA,202
2025,February,Cosmetology,Esthetician,Island,WA,112
2025,February,Architects,Architect Firm,Unknown or Out of State,NC,6
2025,February,Body Art and Body Piercing,Permanent Cosmetics,Clallam,WA,8
2025,February,Cemeteries,Natural Organic Reduction Operator,King,WA,16
2025,February,Sellers of Travel,Out of State Seller of Travel,Unknown or Out of State,ND,2
2025,February,Cemeteries,Crematory,Spokane,WA,8
2025,February,Body Art and Body Piercing,Artist Shop,Snohomish,WA,76
2025,February,Security Guards,Security Guard Company,Unknown or Out of State,FL,1
2025,February,Private Investigator,Private Investigator Agency,Unknown or Out of State,FL,1
2025,February,Cosmetology,Barber,Klickitat,WA,2
2025,February,Geologist,Geologist In Training,Chelan,WA,2
2025,February,Collection Agency,Out Of State Collection Agency,Unknown or Out of State,GU,1
2025,February,Cemeteries,Cemetery,Mason,WA,1
2025,February,Funerals,Funeral Establishment,Franklin,WA,2
2025,February,Sellers of Travel,Sellers of Travel,Unknown or Out of State,NY,1
2025,February,Combative Sports,Martial Arts Participant,Clallam,WA,1
2025,February,Security Guards,Security Guard Company,Klickitat,WA,1
2025,February,Commercial Telephone Solicitors,Commercial Telephone Solicitors,Unknown or Out of State,DC,1
2025,February,Camping Resorts,Camping Resort Salesperson,Clark,WA,1
2025,February,CDL Training and Examining,CDL Training Provider-Employer,Skamania,WA,1
2025,February,Cemeteries,Final Disposition Permit,Skagit,WA,2
2025,February,Security Guards,Security Guard,Pacific,WA,7
2025,February,Security Guards,Security Guard,Unknown or Out of State,ID,91
2025,February,Real Estate,Real Estate Managing Broker,Pend Oreille,WA,5
2025,February,CDL Training and Examining,CDL Training Instructor,Kittitas,WA,20
2025,February,Notary Public,Notary Public,Walla Walla,WA,565
2025,February,Funerals,Prearrangement Funeral Services,Pierce,WA,20
2025,February,Cosmetology,Esthetician,Unknown or Out of State,WI,6
2025,February,Real Estate,Real Estate Broker,Garfield,WA,2
2025,February,Appraisers - Real Estate,State Licensed Appraiser,Pend Oreille,WA,2
2025,February,CDL Training and Examining,CDL Training Provider-Employer,Mason,WA,7
2025,February,Real Estate,Real Estate Broker,Unknown or Out of State,MT,12
2025,February,Cosmetology,Esthetician,Wahkiakum,WA,4
2025,February,Funerals,Funeral Director Intern,Chelan,WA,1
2025,February,Commercial Telephone Solicitors,Commercial Telephone Solicitors,Pierce,WA,4
2025,February,Body Art and Body Piercing,Body Piercing,Chelan,WA,8
2025,February,Body Art and Body Piercing,Tattoo Artist,Clark,WA,196
2025,February,Cosmetology,Cosmetologist,Thurston,WA,1432
2025,February,Funerals,Funeral Director,Unknown or Out of State,OR,22
2025,February,Body Art and Body Piercing,Tattoo Artist,Unknown or Out of State,GA,2
2025,February,Notary Public,Notary Public,Pend Oreille,WA,113
2025,February,Funerals,Embalmer,Yakima,WA,10
2025,February,Cosmetology,Master Esthetician,Yakima,WA,45
2025,February,Cosmetology,Master Esthetician,Thurston,WA,182
2025,February,Body Art and Body Piercing,Permanent Cosmetics,Grant,WA,26
2025,February,Cosmetology,Manicurist,Unknown or Out of State,ND,5
2025,February,Appraisers - Real Estate,State Licensed Appraiser,Snohomish,WA,8
2025,February,Funerals,Funeral Director,Spokane,WA,50
2025,February,Cosmetology,Esthetician,Unknown or Out of State,ME,2
2025,February,Cosmetology,Esthetician,Unknown or Out of State,IL,48
2025,February,Real Estate,Real Estate Broker,Unknown or Out of State,ID,332
2025,February,Funerals,Funeral Director,Unknown or Out of State,ME,2
2025,February,Cosmetology,Cosmetologist,Skagit,WA,631
2025,February,Funerals,Funeral Director Intern,King,WA,27
2025,February,Collection Agency,Collection Agency,Pierce,WA,10
2025,February,Auctioneers and Auction Company,Auction Company,Unknown or Out of State,GA,2
2025,February,Body Art and Body Piercing,Artist Shop,Grant,WA,10
2025,February,Funerals,Funeral Director,Lewis,WA,9
2025,February,Cosmetology,Cosmetologist,Cowlitz,WA,484
2025,February,Cosmetology,Cosmetologist,Unknown or Out of State,HI,68
2025,February,Cosmetology,Salon Shop,Skagit,WA,228
2025,February,Cosmetology,Instructor,Skagit,WA,47
2025,February,Appraisers - Real Estate,State Licensed Appraiser,Pierce,WA,13
2025,February,Cosmetology,Manicurist,Adams,WA,23
2025,February,Cosmetology,Cosmetologist,Unknown or Out of State,NA,5
2025,February,Geologist,Geologist,Unknown or Out of State,MO,3
2025,February,Cosmetology,Hair Designer,Clark,WA,278
2025,February,Cosmetology,Master Esthetician,Unknown or Out of State,IL,1
2025,February,Commercial Telephone Solicitors,Commercial Telephone Solicitors,Unknown or Out of State,FL,7
2025,February,Body Art and Body Piercing,Tattoo Artist,Unknown or Out of State,MO,9
2025,February,Cemeteries,Crematory Operator,Clallam,WA,6
2025,February,Geologist,Geologist,Unknown or Out of State,WI,4
2025,February,Sellers of Travel,Out of State Seller of Travel,Unknown or Out of State,MA,17
2025,February,Appraisers - Real Estate,Certified General Appraiser,Unknown or Out of State,NC,5
2025,February,Private Investigator,Private Investigator,Unknown or Out of State,MI,1
2025,February,Auctioneers and Auction Company,Auctioneer,Skagit,WA,3
2025,February,CDL Training and Examining,CDL Training Instructor,Unknown or Out of State,SC,4
2025,February,Cosmetology,Esthetician,Unknown or Out of State,AP,3
2025,February,Cosmetology,Esthetician,Unknown or Out of State,OK,1
2025,February,Combative Sports,Martial Arts Participant,Thurston,WA,1
2025,February,Collection Agency,Out Of State Collection Agency,Unknown or Out of State,PR,1
2025,February,Sellers of Travel,Out of State Seller of Travel,Unknown or Out of State,ON,2
2025,February,Combative Sports,Second,Unknown or Out of State,NC,2
2025,February,Collection Agency,Out Of State Collection Agency,Unknown or Out of State,IN,2
2025,February,Landscape Architects,Landscape Architect,Unknown or Out of State,WI,1
2025,February,Body Art and Body Piercing,Tattoo Artist,Wahkiakum,WA,1
2025,February,Real Estate,Real Estate Instructor,Unknown or Out of State,HI,2
2025,February,Funerals,Funeral Establishment,Kittitas,WA,1
2025,February,Appraisers - Real Estate,State Licensed Appraiser,Unknown or Out of State,TX,1
2025,February,Real Estate,Real Estate School,Franklin,WA,1
2025,February,Cosmetology,Instructor,Unknown or Out of State,GA,2
2025,February,Real Estate,Real Estate Instructor,Okanogan,WA,1
2025,February,Home Inspector,Home Inspector Courses,Kitsap,WA,3
2025,February,Cosmetology,Hair Designer,Unknown or Out of State,CA,10
2025,February,Cosmetology,Cosmetologist,Chelan,WA,370
2025,February,Collection Agency,Collection Agency,Spokane,WA,22
2025,February,Cosmetology,Salon Shop,Mason,WA,71
2025,February,Cosmetology,Manicurist,Lincoln,WA,13
2025,February,Security Guards,Security Guard,Unknown or Out of State,OH,4
2025,February,Collection Agency,Out Of State Collection Agency,Unknown or Out of State,TX,25
2025,February,Architects,Architect Firm,Unknown or Out of State,PA,13
2025,February,Funerals,Funeral Director Intern,Clark,WA,5
2025,February,Real Estate,Real Estate Broker,Columbia,WA,8
2025,February,Cosmetology,Manicurist,Asotin,WA,16
2025,February,Security Guards,Security Guard Company,Snohomish,WA,38
2025,February,Body Art and Body Piercing,Permanent Cosmetics,Stevens,WA,4
2025,February,Appraisers - Real Estate,Certified Residential Appraiser,Clark,WA,114
2025,February,Cosmetology,Manicurist,Unknown or Out of State,IN,31
2025,February,Cosmetology,Manicurist,Pierce,WA,1931
2025,February,Funerals,Embalmer Intern,Whitman,WA,2
2025,February,Cosmetology,Barber,Unknown or Out of State,WA,5
2025,February,Funerals,Prearrangement Funeral Services,Skagit,WA,6
2025,February,Combative Sports,Judge,Thurston,WA,5
2025,February,Combative Sports,Timekeeper,Snohomish,WA,2
2025,February,Sellers of Travel,Sellers of Travel,Kitsap,WA,32
2025,February,Cosmetology,School,Kitsap,WA,2
2025,February,Cosmetology,Barber,Unknown or Out of State,CO,6
2025,February,Private Investigator,Private Investigator Agency,Pacific,WA,2
2025,February,Cosmetology,Manicurist,King,WA,4805
2025,February,Collection Agency,Collection Agency Branch,Unknown or Out of State,IA,2
2025,February,Cosmetology,Esthetician,Whitman,WA,30
2025,February,Cosmetology,Salon Shop,King,WA,2754
2025,February,CDL Training and Examining,CDL Training Provider-Employer,Skagit,WA,15
2025,February,Private Investigator,Private Investigator,Kitsap,WA,32
2025,February,Cosmetology,Cosmetologist,Unknown or Out of State,NM,26
2025,February,Real Estate,Real Estate School,Snohomish,WA,14
2025,February,Cosmetology,Instructor,Walla Walla,WA,12
2025,February,Appraisers - Real Estate,Appraiser Course,Grays Harbor,WA,1
2025,February,Cosmetology,Hair Designer,Pacific,WA,3
2025,February,Funerals,Funeral Establishment,Lewis,WA,4
2025,February,Combative Sports,Wrestling Participant,Unknown or Out of State,AZ,1
2025,February,Security Guards,Security Guard Company,Skagit,WA,5
2025,February,Geologist,Geologist,Stevens,WA,4
2025,February,Body Art and Body Piercing,Permanent Cosmetics,Unknown or Out of State,AK,1
2025,February,Geologist,Geologist In Training,Unknown or Out of State,NE,1
