Year,Month,Professional Area,License Type,County,State,Count
2025,February,Combative Sports,Boxing Participant,Unknown or Out of State,TX,3
2025,February,Real Estate,Real Estate Broker,Unknown or Out of State,LA,2
2025,February,Real Estate,Real Estate Instructor,Grant,WA,1
2025,February,Collection Agency,Collection Agency,Asotin,WA,1
2025,February,Funerals,Funeral Director,Pierce,WA,66
2025,February,Architects,Architect,Benton,WA,29
2025,February,Combative Sports,Wrestling Participant,Unknown or Out of State,MA,3
2025,February,Notary Public,Notary Public,Chelan,WA,867
2025,February,Cosmetology,Barber,Cowlitz,WA,30
2025,February,Cosmetology,Salon Shop,Columbia,WA,7
2025,February,Real Estate,Real Estate Firm,Cowlitz,WA,36
2025,February,Real Estate,Real Estate Broker,Franklin,WA,235
2025,February,Cosmetology,Cosmetologist,Unknown or Out of State,GA,49
2025,February,Timeshares,Timeshare Salesperson,Unknown or Out of State,AZ,20
2025,February,Collection Agency,Out Of State Collection Agency Branch,Unknown or Out of State,MO,11
2025,February,Auctioneers and Auction Company,Auction Company,Spokane,WA,8
2025,February,Collection Agency,Out Of State Collection Agency Branch,Unknown or Out of State,KS,9
2025,February,Real Estate,Real Estate Broker,Chelan,WA,246
2025,February,Cosmetology,Master Esthetician,Pierce,WA,557
2025,February,Appraisers - Real Estate,Certified General Appraiser,Unknown or Out of State,OR,131
2025,February,Cosmetology,Cosmetologist,Unknown or Out of State,ND,17
2025,February,Collection Agency,Collection Agency,Chelan,WA,6
2025,February,Real Estate,Real Estate Broker,Kitsap,WA,991
2025,February,Cosmetology,Hair Designer,Lewis,WA,11
2025,February,Real Estate,Real Estate Instructor,Clallam,WA,3
2025,February,CDL Training and Examining,CDL Training Provider-Employer,Unknown or Out of State,ID,7
2025,February,Body Art and Body Piercing,Artist Mobile Unit,Snohomish,WA,1
2025,February,Appraisers - Real Estate,Certified General Appraiser,Unknown or Out of State,KS,7
2025,February,Combative Sports,Boxing Participant,Unknown or Out of State,OR,3
2025,February,Collection Agency,Collection Agency Branch,Unknown or Out of State,PA,8
2025,February,Real Estate,Real Estate Course,Benton,WA,16
2025,February,Real Estate,Real Estate Broker,Yakima,WA,384
2025,February,Home Inspector,Home Inspector,Unknown or Out of State,CO,2
2025,February,Geologist,Geologist In Training,Unknown or Out of State,AK,4
2025,February,Architects,Architect Firm,Unknown or Out of State,VA,5
2025,February,Cosmetology,Instructor,Benton,WA,61
2025,February,Cosmetology,Cosmetologist,Lincoln,WA,43
2025,February,Funerals,Funeral Establishment,Jefferson,WA,1
2025,February,Security Guards,Security Guard,Mason,WA,79
2025,February,Cemeteries,Crematory Operator,Thurston,WA,11
2025,February,Cosmetology,Manicurist,Stevens,WA,49
2025,February,Cosmetology,Esthetician,Klickitat,WA,19
2025,February,Security Guards,Security Guard Company,Unknown or Out of State,SC,1
2025,February,Cosmetology,Esthetician,Snohomish,WA,1932
2025,February,Appraisers - Real Estate,Certified General Appraiser,Unknown or Out of State,MO,12
2025,February,Cosmetology,Manicurist,Columbia,WA,1
2025,February,CDL Training and Examining,CDL Training Instructor,Unknown or Out of State,Out of State,3
2025,February,Combative Sports,Wrestling Participant,Grays Harbor,WA,4
2025,February,Collection Agency,Out Of State Collection Agency Branch,Unknown or Out of State,KY,5
2025,February,Cosmetology,Barber,Unknown or Out of State,NY,8
2025,February,Cosmetology,Master Esthetician,Unknown or Out of State,VA,4
2025,February,Camping Resorts,Camping Resort Salesperson,Unknown or Out of State,OR,2
2025,February,Court Reporters,Court Reporter,Unknown or Out of State,MT,6
2025,February,CDL Training and Examining,CDL Training Provider-Employer,Franklin,WA,8
2025,February,Cosmetology,Personal Service,Walla Walla,WA,2
2025,February,Collection Agency,Collection Agency Branch,Unknown or Out of State,ID,4
2025,February,Cosmetology,Hair Designer,Unknown or Out of State,NC,1
2025,February,Cosmetology,Instructor,Chelan,WA,15
2025,February,Auctioneers and Auction Company,Auction Company,Snohomish,WA,7
2025,February,Collection Agency,Collection Agency,Yakima,WA,3
2025,February,Appraisers - Real Estate,Certified Residential Appraiser,Okanogan,WA,6
2025,February,Cemeteries,Crematory Operator,Grays Harbor,WA,3
2025,February,Cemeteries,Cemetery,Benton,WA,6
2025,February,Body Art and Body Piercing,Body Piercing,Adams,WA,1
2025,February,Commercial Telephone Solicitors,Commercial Telephone Solicitors,Unknown or Out of State,GA,2
2025,February,CDL Training and Examining,CDL Training Provider-School,Walla Walla,WA,1
2025,February,Combative Sports,Physician,Cowlitz,WA,1
2025,February,Funerals,Funeral Establishment Branch,Kitsap,WA,1
2025,February,Cosmetology,Instructor,Whitman,WA,4
2025,February,Cosmetology,Salon Shop,Clallam,WA,121
2025,February,Architects,Architect,Unknown or Out of State,RI,1
2025,February,Cemeteries,Crematory,Clark,WA,2
2025,February,Funerals,Funeral Director Intern,Mason,WA,1
2025,February,Cosmetology,Master Esthetician,Skagit,WA,51
2025,February,Appraisers - Real Estate,Appraiser Course,Unknown or Out of State,IL,25
2025,February,Private Investigator,Private Investigator Agency,Clark,WA,47
2025,February,Cosmetology,Esthetician,Unknown or Out of State,AR,3
2025,February,Cosmetology,Hair Designer,Whitman,WA,4
2025,February,Real Estate,Real Estate Course,Unknown or Out of State,CA,18
2025,February,Cosmetology,Instructor,Adams,WA,2
2025,February,Funerals,Embalmer Intern,Kitsap,WA,4
2025,February,CDL Training and Examining,CDL Training Instructor,Columbia,WA,5
2025,February,Body Art and Body Piercing,Permanent Cosmetics,Cowlitz,WA,10
2025,February,Architects,Architect,King,WA,2708
2025,February,Cosmetology,Cosmetologist,Unknown or Out of State,TX,272
2025,February,CDL Training and Examining,CDL Training Instructor,Unknown or Out of State,NC,8
2025,February,Real Estate,Real Estate Managing Broker,Unknown or Out of State,AZ,27
2025,February,Security Guards,Security Guard,Benton,WA,268
2025,February,Collection Agency,Collection Agency Branch,Unknown or Out of State,NH,2
2025,February,Cosmetology,Esthetician,Skagit,WA,250
2025,February,Cosmetology,Cosmetologist,Unknown or Out of State,MT,58
2025,February,Architects,Architect,Grays Harbor,WA,7
2025,February,Collection Agency,Collection Agency,Grant,WA,2
2025,February,Sellers of Travel,Out of State Seller of Travel,Unknown or Out of State,IL,16
2025,February,Appraisal Management Companies,Appraisal Management Company,Snohomish,WA,2
2025,February,Body Art and Body Piercing,Tattoo Artist,Unknown or Out of State,FL,9
2025,February,Geologist,Geologist,Unknown or Out of State,NH,4
2025,February,Auctioneers and Auction Company,Auctioneer,Unknown or Out of State,GA,1
2025,February,CDL Training and Examining,CDL Training Provider-Employer,Jefferson,WA,6
2025,February,Funerals,Embalmer,Stevens,WA,1
2025,February,Combative Sports,Second,Snohomish,WA,5
2025,February,Appraisal Management Companies,Appraisal Management Company,Unknown or Out of State,MI,6
2025,February,Cosmetology,Hair Designer,Unknown or Out of State,ME,1
2025,February,Real Estate,Real Estate Managing Broker,Unknown or Out of State,OK,1
2025,February,Home Inspector,Home Inspector Courses,Unknown or Out of State,IL,7
2025,February,Geologist,Geologist,Unknown or Out of State,NJ,6
2025,February,Real Estate,Real Estate Branch,Clallam,WA,5
2025,February,CDL Training and Examining,CDL Training Provider-Employer,Unknown or Out of State,OH,1
2025,February,Combative Sports,Second,Unknown or Out of State,NA,1
2025,February,Body Art and Body Piercing,Body Piercing,Clallam,WA,3
2025,February,Body Art and Body Piercing,Body Piercing,Klickitat,WA,1
2025,February,Body Art and Body Piercing,Tattoo Artist,Unknown or Out of State,NH,1
2025,February,Cosmetology,Master Esthetician,Unknown or Out of State,WI,1
2025,February,Real Estate,Real Estate Broker,Unknown or Out of State,AP,1
2025,February,Private Investigator,Private Investigator,Unknown or Out of State,AL,1
2025,February,Collection Agency,Out Of State Collection Agency,Unknown or Out of State,NM,1
2025,February,Cosmetology,Instructor,Unknown or Out of State,FL,2
2025,February,Collection Agency,Out Of State Collection Agency,Unknown or Out of State,MS,1
2025,February,Cosmetology,Barber,Skagit,WA,67
2025,February,Cosmetology,Master Esthetician,Clark,WA,130
2025,February,Funerals,Funeral Establishment,Benton,WA,9
2025,February,Real Estate,Real Estate Broker,Unknown or Out of State,OR,1300
2025,February,Appraisers - Real Estate,Certified General Appraiser,Unknown or Out of State,WI,4
2025,February,Appraisers - Real Estate,Certified General Appraiser,Unknown or Out of State,IL,20
2025,February,Real Estate,Real Estate Broker,Unknown or Out of State,IL,4
2025,February,Appraisers - Real Estate,Appraiser Trainee,Whatcom,WA,8
2025,February,Cosmetology,Esthetician,Whatcom,WA,364
2025,February,Security Guards,Security Guard,Unknown or Out of State,OR,158
2025,February,Collection Agency,Out Of State Collection Agency Branch,Unknown or Out of State,LA,1
2025,February,Collection Agency,Collection Agency,Whatcom,WA,2
2025,February,Cosmetology,Cosmetologist,Columbia,WA,16
2025,February,Appraisers - Real Estate,Certified General Appraiser,Stevens,WA,1
2025,February,Collection Agency,Collection Agency Branch,Unknown or Out of State,OK,2
2025,February,Cemeteries,Crematory Operator,Mason,WA,3
2025,February,Real Estate,Real Estate Broker,Unknown or Out of State,NV,9
2025,February,Landscape Architects,Landscape Architect,Unknown or Out of State,NA,3
2025,February,Bail Bonds,Bail Bond Recovery Agent,Unknown or Out of State,ID,1
2025,February,Appraisers - Real Estate,Appraiser Trainee,Skagit,WA,2
2025,February,Sellers of Travel,Sellers of Travel,San Juan,WA,7
2025,February,Bail Bonds,Bail Bond Agency,Thurston,WA,1
2025,February,Combative Sports,Second,Unknown or Out of State,NM,1
2025,February,Timeshares,Timeshare Company,Unknown or Out of State,DC,1
2025,February,Landscape Architects,Landscape Architect,Grays Harbor,WA,1
2025,February,Cemeteries,Crematory Operator,Jefferson,WA,1
2025,February,Cemeteries,Crematory,Chelan,WA,1
2025,February,Real Estate,Real Estate Firm,Wahkiakum,WA,3
2025,February,Cosmetology,Salon Shop,Unknown or Out of State,IL,1
2025,February,Camping Resorts,Camping Resort Salesperson,Snohomish,WA,1
2025,February,Cemeteries,Cemetery,Wahkiakum,WA,1
2025,February,Cosmetology,Manicurist,Unknown or Out of State,AP,1
2025,February,Funerals,Funeral Director Intern,Walla Walla,WA,1
2025,February,Combative Sports,Manager,Snohomish,WA,1
2025,February,Cosmetology,Esthetician,Clallam,WA,85
2025,February,Cosmetology,Manicurist,Okanogan,WA,21
2025,February,Cosmetology,Cosmetologist,Unknown or Out of State,Out of State,140
2025,February,Cemeteries,Cemetery,Skagit,WA,3
2025,February,Combative Sports,Judge,King,WA,8
2025,February,Cosmetology,Cosmetologist,Snohomish,WA,4293
2025,February,Cosmetology,Esthetician,Mason,WA,61
2025,February,Cosmetology,Cosmetologist,Unknown or Out of State,IA,10
2025,February,Cosmetology,Manicurist,Unknown or Out of State,GA,32
2025,February,Collection Agency,Out Of State Collection Agency,Unknown or Out of State,NV,21
2025,February,Security Guards,Security Guard,Skagit,WA,121
2025,February,Cosmetology,Master Esthetician,Unknown or Out of State,AZ,13
2025,February,Cosmetology,Manicurist,Unknown or Out of State,DE,7
2025,February,Body Art and Body Piercing,Tattoo Artist,Kittitas,WA,17
2025,February,Auctioneers and Auction Company,Auctioneer,Spokane,WA,5
2025,February,Cosmetology,Barber,Unknown or Out of State,ID,36
2025,February,Funerals,Embalmer,Kitsap,WA,10
2025,February,Cosmetology,Master Esthetician,Clallam,WA,9
2025,February,Geologist,Geologist,Yakima,WA,21
2025,February,Cosmetology,Manicurist,Island,WA,84
2025,February,Cosmetology,Master Esthetician,Unknown or Out of State,KS,5
2025,February,Sellers of Travel,Out of State Seller of Travel,Unknown or Out of State,NV,12
2025,February,Timeshares,Timeshare Company,Unknown or Out of State,MT,1
2025,February,Appraisers - Real Estate,Certified Residential Appraiser,Grays Harbor,WA,10
2025,February,Cosmetology,Personal Service,Pend Oreille,WA,1
2025,February,Funerals,Embalmer,Unknown or Out of State,HI,1
2025,February,Cosmetology,Barber,Unknown or Out of State,SC,4
2025,February,Appraisers - Real Estate,Certified General Appraiser,Yakima,WA,5
2025,February,Security Guards,Security Guard,Unknown or Out of State,NJ,3
2025,February,Funerals,Funeral Establishment,Douglas,WA,2
2025,February,Private Investigator,Private Investigator Agency,Unknown or Out of State,CT,1
2025,February,Architects,Architect,Unknown or Out of State,WY,2
2025,February,Body Art and Body Piercing,Body Art (Branding/Scarification),Snohomish,WA,1
2025,February,Bail Bonds,Bail Bond Agency,Skagit,WA,1
2025,February,Landscape Architects,Landscape Architect,Unknown or Out of State,NC,1
2025,February,Court Reporters,Court Reporter,Mason,WA,1
2025,February,CDL Training and Examining,CDL Training Provider-Employer,Klickitat,WA,4
2025,February,Security Guards,Security Guard Company,Walla Walla,WA,1
2025,February,Combative Sports,Referee,Snohomish,WA,2
2025,February,Funerals,Embalmer,Unknown or Out of State,CO,1
2025,February,Private Investigator,Private Investigator Agency,Unknown or Out of State,WA,1
2025,February,CDL Training and Examining,CDL Training Provider-Employer,Unknown or Out of State,NV,1
2025,February,Funerals,Funeral Director Intern,Pacific,WA,1
2025,February,Body Art and Body Piercing,Permanent Cosmetics,Klickitat,WA,1
2025,February,Timeshares,Timeshare Salesperson,King,WA,167
2025,February,Private Investigator,Private Investigator,King,WA,283
2025,February,Combative Sports,Judge,Unknown or Out of State,OR,1
2025,February,Cosmetology,Cosmetologist,Unknown or Out of State,SC,29
2025,February,Commercial Telephone Solicitors,Commercial Telephone Solicitors,Unknown or Out of State,CA,9
2025,February,Real Estate,Real Estate Instructor,Unknown or Out of State,AZ,3
2025,February,Real Estate,Real Estate School,Unknown or Out of State,PA,3
2025,February,Cosmetology,Manicurist,Unknown or Out of State,MS,9
2025,February,Appraisers - Real Estate,Appraiser Trainee,Unknown or Out of State,Out of State,4
2025,February,Architects,Architect Firm,Unknown or Out of State,HI,1
2025,February,Auctioneers and Auction Company,Auction Company,Grays Harbor,WA,1
2025,February,Funerals,Funeral Establishment,Island,WA,2
2025,February,Real Estate,Real Estate Branch,Kittitas,WA,4
2025,February,Collection Agency,Collection Agency Branch,Unknown or Out of State,SC,3
2025,February,Combative Sports,Theatrical Wrestling School,Snohomish,WA,2
2025,February,Real Estate,Real Estate Instructor,Unknown or Out of State,NM,1
2025,February,Court Reporters,Court Reporter,Unknown or Out of State,DC,1
2025,February,Collection Agency,Out Of State Collection Agency Branch,Unknown or Out of State,MD,2
2025,February,Combative Sports,Judge,Kitsap,WA,1
2025,February,Combative Sports,Wrestling Participant,Snohomish,WA,2
2025,February,Sellers of Travel,Sellers of Travel Branch,Pierce,WA,1
2025,February,Combative Sports,Boxing Participant,Unknown or Out of State,IL,1
2025,February,Cosmetology,Instructor,Kittitas,WA,13
2025,February,Cosmetology,Salon Shop,Stevens,WA,66
2025,February,Cosmetology,Salon Shop,Snohomish,WA,1212
2025,February,Cosmetology,Postsecondary School,King,WA,10
2025,February,Combative Sports,Martial Arts Participant,Unknown or Out of State,OR,10
2025,February,Real Estate,Real Estate Broker,King,WA,12584
2025,February,Funerals,Embalmer Intern,Clallam,WA,4
2025,February,Private Investigator,Private Investigator,Clark,WA,64
2025,February,Funerals,Academic Intern,King,WA,9
2025,February,Landscape Architects,Landscape Architect,Unknown or Out of State,BC,4
2025,February,CDL Training and Examining,CDL Training Instructor,Island,WA,10
2025,February,Cosmetology,Salon Shop,Whitman,WA,60
2025,February,Cosmetology,Cosmetologist,San Juan,WA,38
2025,February,Architects,Architect,Unknown or Out of State,AL,10
2025,February,Bail Bonds,Bail Bond Agent,Benton,WA,6
2025,February,Notary Public,Notary Public,Lincoln,WA,130
2025,February,Collection Agency,Collection Agency Branch,Unknown or Out of State,NV,4
2025,February,Cosmetology,Cosmetologist,Unknown or Out of State,NE,6
2025,February,Architects,Architect,Unknown or Out of State,BC,51
2025,February,Geologist,Geologist,Unknown or Out of State,PA,11
2025,February,CDL Training and Examining,CDL Training Provider-School,Mason,WA,1
2025,February,Collection Agency,Collection Agency Branch,Unknown or Out of State,FL,10
2025,February,Appraisers - Real Estate,Temporary Certified General,Unknown or Out of State,KY,1
2025,February,Body Art and Body Piercing,Permanent Cosmetics,Lewis,WA,4
2025,February,Private Investigator,Private Investigator,Unknown or Out of State,WA,2
2025,February,Security Guards,Security Guard,Island,WA,62
2025,February,Real Estate,Real Estate Branch,King,WA,143
2025,February,Body Art and Body Piercing,Tattoo Artist,Unknown or Out of State,UT,2
2025,February,Cosmetology,Cosmetologist,Wahkiakum,WA,6
2025,February,Architects,Architect Firm,Unknown or Out of State,IL,29
2025,February,Sellers of Travel,Sellers of Travel,Ferry,WA,1
2025,February,Cosmetology,Manicurist,Benton,WA,262
2025,February,Cosmetology,Esthetician,Unknown or Out of State,NV,27
2025,February,Commercial Telephone Solicitors,Commercial Telephone Solicitors,Unknown or Out of State,UT,2
2025,February,Body Art and Body Piercing,Permanent Cosmetics,Kittitas,WA,10
2025,February,Cosmetology,Esthetician,Unknown or Out of State,MS,6
2025,February,Body Art and Body Piercing,Artist Event,Pierce,WA,3
2025,February,Funerals,Funeral Director Intern,Pend Oreille,WA,2
2025,February,Funerals,Funeral Director,Unknown or Out of State,ID,7
2025,February,Geologist,Geologist,Franklin,WA,4
2025,February,Court Reporters,Court Reporter,Unknown or Out of State,NM,2
2025,February,Private Investigator,Private Investigator,Unknown or Out of State,CT,1
2025,February,Private Investigator,Private Investigator Agency,Island,WA,3
2025,February,Real Estate,Real Estate Course,Unknown or Out of State,OR,30
2025,February,Collection Agency,Out Of State Collection Agency,Unknown or Out of State,NC,9
2025,February,Funerals,Funeral Establishment,Mason,WA,3
2025,February,Combative Sports,Martial Arts Participant,Yakima,WA,2
2025,February,Combative Sports,Referee,Unknown or Out of State,MA,1
2025,February,Combative Sports,Martial Arts Participant,Unknown or Out of State,CA,2
2025,February,Geologist,Geologist In Training,Walla Walla,WA,3
2025,February,Security Guards,Security Guard,Unknown or Out of State,MD,2
2025,February,Collection Agency,Collection Agency Branch,Unknown or Out of State,KY,6
2025,February,Real Estate,Real Estate Branch,Franklin,WA,2
2025,February,Body Art and Body Piercing,Body Piercing,Unknown or Out of State,FL,1
2025,February,Cemeteries,Crematory Operator,Island,WA,5
2025,February,Body Art and Body Piercing,Tattoo Artist,Unknown or Out of State,NE,4
2025,February,Combative Sports,Second,Unknown or Out of State,IL,2
2025,February,Security Guards,Security Guard,Klickitat,WA,9
2025,February,Geologist,Geologist,Grays Harbor,WA,4
2025,February,Home Inspector,Home Inspector,Unknown or Out of State,ID,19
2025,February,Body Art and Body Piercing,Tattoo Artist,Grays Harbor,WA,19
2025,February,Architects,Architect,Unknown or Out of State,NM,10
2025,February,CDL Training and Examining,CDL Training Provider-Employer,Whatcom,WA,27
2025,February,Cosmetology,Esthetician,Adams,WA,20
2025,February,Architects,Architect Firm,Unknown or Out of State,OK,10
2025,February,Funerals,Embalmer Intern,Whatcom,WA,9
2025,February,Architects,Architect,Unknown or Out of State,GA,49
2025,February,Funerals,Prearrangement Funeral Services,Lewis,WA,5
2025,February,Architects,Architect,Chelan,WA,30
2025,February,Combative Sports,Referee,Pacific,WA,1
2025,February,Appraisers - Real Estate,Certified General Appraiser,Chelan,WA,9
2025,February,Architects,Architect,Asotin,WA,5
2025,February,Cosmetology,Master Esthetician,Adams,WA,4
2025,February,Landscape Architects,Landscape Architect,Unknown or Out of State,NM,1
2025,February,Cosmetology,Instructor,Unknown or Out of State,WI,1
2025,February,Appraisers - Real Estate,Temporary Certified General,Unknown or Out of State,NY,4
2025,February,Sellers of Travel,Out of State Seller of Travel,Unknown or Out of State,SC,5
2025,February,Court Reporters,Court Reporter,Unknown or Out of State,SD,1
2025,February,Collection Agency,Collection Agency,Island,WA,1
2025,February,Geologist,Geologist,Unknown or Out of State,NE,7
2025,February,Cosmetology,Barber,Unknown or Out of State,NC,2
2025,February,Auctioneers and Auction Company,Auction Company,Unknown or Out of State,MN,1
2025,February,Combative Sports,Theatrical Wrestling School,Grays Harbor,WA,1
2025,February,Collection Agency,Out Of State Collection Agency,Unknown or Out of State,QC,1
2025,February,Real Estate,Real Estate School,Unknown or Out of State,AZ,1
2025,February,Body Art and Body Piercing,Artist Shop,Klickitat,WA,1
2025,February,Cemeteries,Final Disposition Permit,Snohomish,WA,5
2025,February,Bail Bonds,Bail Bond Agent,Lewis,WA,2
2025,February,Real Estate,Real Estate Broker,Unknown or Out of State,UT,6
2025,February,Cosmetology,Manicurist,Walla Walla,WA,64
2025,February,Cosmetology,Master Esthetician,Grant,WA,14
2025,February,Cosmetology,Cosmetologist,Grays Harbor,WA,312
2025,February,Cemeteries,Final Disposition Permit,King,WA,22
2025,February,Real Estate,Real Estate Broker,Skamania,WA,20
2025,February,Cosmetology,Manicurist,Unknown or Out of State,NJ,15
2025,February,Real Estate,Real Estate Instructor,King,WA,266
2025,February,Cosmetology,Esthetician,Walla Walla,WA,57
2025,February,Real Estate,Real Estate Firm,Yakima,WA,52
2025,February,Body Art and Body Piercing,Artist Mobile Unit,Skamania,WA,1
2025,February,Architects,Architect,Grant,WA,4
2025,February,Collection Agency,Out Of State Collection Agency Branch,Unknown or Out of State,NY,74
2025,February,Appraisers - Real Estate,Certified General Appraiser,Unknown or Out of State,TX,63
2025,February,Combative Sports,Timekeeper,King,WA,1
2025,February,Real Estate,Real Estate Managing Broker,Lincoln,WA,6
2025,February,Cosmetology,Personal Service,Skagit,WA,2
2025,February,Funerals,Embalmer,Unknown or Out of State,ID,5
2025,February,Cosmetology,Esthetician,Unknown or Out of State,NJ,6
2025,February,Commercial Telephone Solicitors,Commercial Telephone Solicitors,Unknown or Out of State,WA,3
2025,February,Combative Sports,Martial Arts Participant,Unknown or Out of State,MD,1
2025,February,Architects,Architect Firm,Unknown or Out of State,CT,2
2025,February,Cosmetology,Instructor,Skamania,WA,1
2025,February,Cemeteries,Cemetery,Whitman,WA,1
2025,February,Funerals,Embalmer,Adams,WA,2
2025,February,Body Art and Body Piercing,Permanent Cosmetics,Whitman,WA,2
2025,February,Landscape Architects,Landscape Architect,San Juan,WA,1
2025,February,Body Art and Body Piercing,Body Piercing,Cowlitz,WA,6
2025,February,Funerals,Funeral Director Intern,Stevens,WA,3
2025,February,Body Art and Body Piercing,Permanent Cosmetics,Adams,WA,2
2025,February,CDL Training and Examining,CDL Training Provider-Employer,Asotin,WA,2
2025,February,Timeshares,Timeshare Salesperson,Clark,WA,2
2025,February,Sellers of Travel,Out of State Seller of Travel,Unknown or Out of State,NE,1
2025,February,Cemeteries,Alkaline Hydrolysis Operator,Unknown or Out of State,CA,1
2025,February,Auctioneers and Auction Company,Auctioneer,Asotin,WA,1
2025,February,Cosmetology,Hair Designer,Kittitas,WA,2
2025,February,Body Art and Body Piercing,Body Piercing,Whitman,WA,1
2025,February,CDL Training and Examining,CDL Training Instructor,Unknown or Out of State,KS,1
2025,February,Funerals,Funeral Establishment Branch,Whatcom,WA,2
2025,February,Court Reporters,Court Reporter,Unknown or Out of State,DE,1
2025,February,Appraisers - Real Estate,Certified General Appraiser,Asotin,WA,1
2025,February,Sellers of Travel,Sellers of Travel,Whitman,WA,1
2025,February,Geologist,Geologist In Training,Okanogan,WA,1
2025,February,Body Art and Body Piercing,Tattoo Artist,Unknown or Out of State,IN,1
2025,February,Court Reporters,Court Reporter,Jefferson,WA,1
2025,February,Bail Bonds,Bail Bond Agency Branch,Okanogan,WA,1
2025,February,Funerals,Embalmer,Chelan,WA,2
2025,February,Combative Sports,Matchmaker,Thurston,WA,1
2025,February,Geologist,Geologist In Training,Thurston,WA,17
2025,February,Security Guards,Security Guard,Yakima,WA,335
2025,February,Cosmetology,Cosmetologist,Kittitas,WA,234
2025,February,Appraisers - Real Estate,Temporary Certified General,Unknown or Out of State,NC,1
2025,February,Bail Bonds,Bail Bond Agent,Franklin,WA,1
2025,February,Combative Sports,Referee,King,WA,3
2025,February,Combative Sports,Kickboxing Participant,Unknown or Out of State,Out of State,2
2025,February,Body Art and Body Piercing,Permanent Cosmetics,King,WA,344
2025,February,Geologist,Geologist In Training,Snohomish,WA,23
2025,February,Bail Bonds,Bail Bond Recovery Agent,Island,WA,1
2025,February,Security Guards,Security Guard,Unknown or Out of State,KY,2
2025,February,Collection Agency,Collection Agency,Kitsap,WA,2
2025,February,Cemeteries,Crematory,Grays Harbor,WA,1
2025,February,Appraisers - Real Estate,Appraiser Course,Unknown or Out of State,NV,2
2025,February,Geologist,Geologist In Training,Spokane,WA,23
2025,February,Auctioneers and Auction Company,Auctioneer,Unknown or Out of State,IN,3
2025,February,Real Estate,Real Estate Broker,Unknown or Out of State,HI,12
2025,February,Cosmetology,Esthetician,Chelan,WA,91
2025,February,Cosmetology,Instructor,Unknown or Out of State,TX,10
2025,February,Camping Resorts,Camping Resort Salesperson,King,WA,1
2025,February,Cosmetology,Postsecondary School,Skagit,WA,1
2025,February,Private Investigator,Private Investigator Agency,Whatcom,WA,17
2025,February,Body Art and Body Piercing,Permanent Cosmetics,Asotin,WA,2
2025,February,Combative Sports,Promoter,Grays Harbor,WA,1
2025,February,Collection Agency,Collection Agency,Walla Walla,WA,3
2025,February,Funerals,Funeral Director,Chelan,WA,4
2025,February,Auctioneers and Auction Company,Auctioneer,Cowlitz,WA,2
2025,February,Collection Agency,Collection Agency Branch,Unknown or Out of State,AL,2
2025,February,Funerals,Funeral Director,Unknown or Out of State,NV,2
2025,February,Body Art and Body Piercing,Artist Shop,Island,WA,7
2025,February,Funerals,Funeral Director,Mason,WA,3
2025,February,Cemeteries,Crematory,Island,WA,1
2025,February,Architects,Architect Firm,Unknown or Out of State,WI,11
2025,February,Cosmetology,Hair Designer,Unknown or Out of State,AK,3
2025,February,Funerals,Funeral Establishment,Lincoln,WA,1
2025,February,CDL Training and Examining,CDL Training Instructor,Kitsap,WA,63
2025,February,Real Estate,Real Estate Instructor,Unknown or Out of State,NY,1
2025,February,Body Art and Body Piercing,Artist Shop,Spokane,WA,72
2025,February,Security Guards,Security Guard,Jefferson,WA,18
2025,February,Sellers of Travel,Sellers of Travel,Walla Walla,WA,6
2025,February,Real Estate,Real Estate Broker,Island,WA,328
2025,February,Security Guards,Security Guard,Unknown or Out of State,Out of State,77
2025,February,Sellers of Travel,Sellers of Travel,King,WA,420
2025,February,CDL Training and Examining,CDL Training Instructor,Thurston,WA,76
2025,February,CDL Training and Examining,CDL Training Instructor,Grays Harbor,WA,21
2025,February,CDL Training and Examining,CDL Training Instructor,Mason,WA,16
2025,February,Funerals,Funeral Director Intern,Cowlitz,WA,4
2025,February,Combative Sports,Martial Arts Participant,Pierce,WA,2
2025,February,Real Estate,Real Estate Broker,Stevens,WA,89
2025,February,Real Estate,Real Estate Managing Broker,Walla Walla,WA,46
2025,February,Architects,Architect Firm,Unknown or Out of State,Out of State,17
2025,February,Cosmetology,Manicurist,Unknown or Out of State,VA,25
2025,February,Cosmetology,Hair Designer,Snohomish,WA,85
2025,February,Cosmetology,Manicurist,Unknown or Out of State,MT,11
2025,February,Security Guards,Security Guard,Unknown or Out of State,TN,2
2025,February,Cosmetology,Barber,Lincoln,WA,4
2025,February,Bail Bonds,Bail Bond Agent,Whatcom,WA,3
2025,February,Home Inspector,Home Inspector,Cowlitz,WA,13
2025,February,Appraisers - Real Estate,Certified General Appraiser,Unknown or Out of State,AZ,12
2025,February,Notary Public,Notary Public,Unknown or Out of State,MI,1
2025,February,Real Estate,Real Estate Branch,Pend Oreille,WA,1
2025,February,Private Investigator,Private Investigator,Unknown or Out of State,DC,3
2025,February,Auctioneers and Auction Company,Auction Company,Unknown or Out of State,KS,1
2025,February,Cosmetology,Hair Designer,Klickitat,WA,3
2025,February,Funerals,Funeral Director,Unknown or Out of State,SC,1
2025,February,Sellers of Travel,Out of State Seller of Travel,Unknown or Out of State,OK,5
2025,February,Real Estate,Real Estate Course,Whatcom,WA,8
2025,February,Funerals,Embalmer,Okanogan,WA,2
2025,February,Real Estate,Real Estate Instructor,Mason,WA,6
